Key,English,Russian
jz_armorLeatherGroupDesc,"Light armor will encumber you a little and provides some protection against damage.\nIt will not protect you from the weather.\n\nRepair with a Leather.\nScrap to Leather","Легкая броня немного затруднит вас и обеспечит некоторую защиту от повреждений.\nОна не защитит вас от непогоды.\n\nРемонтируется с помощью кожи.\nРазбирается на кожу"
jz_SpoiledDrink,"Spoiled Drink","Испорченный напиток"
jz_SpoiledDrinkDesc,"A crafted drink that has spoiled. Click Open to separate the Dirty Water from the Jar.","Изготовленный испорченный напиток. Щелкните Открыть, чтобы отделить грязную воду от банки."
jz_SchematicFertilizer,"Fertilizer Crafting Guide","Руководство по изготовлению удобрений"
jz_TissueExtractorSpear,"Tissue Extractor Spear","Копье с экстрактором тканей"
jz_TissueExtractorSpearDesc,"By attaching the Tissue Extractor to a spear it should give you a better reach for collecting samples. This item will only work at night during a bloodmoon and only until you collect all your samples for the quest.\n\n\n[fff700]Quest item, do not lose![-]","Прикрепив экстрактор ткани к копью, вы сможете лучше собирать образцы. Этот предмет будет работать только ночью во время кровавой луны и только до тех пор, пока вы не соберете все образцы для квеста. \n\n\n[fff700]Квестовый предмет, не теряйте![-]"
jz_FoodPorkBelly,"Pork Belly","Свиная грудинка"
meleeWpnKnucklesT1IronKnuckles,"Brass Knuckles","Кастет"
jz_SchematicIronArrows,"Iron Arrow Crafting Guide","Руководство по изготовлению железных стрел"
jz_SchematicShotgunShell,"Shotgun Shell Crafting Guide","Руководство по изготовлению патронов для дробовика"
jz_Schematic762MM,"762MM Crafting Guide","Руководство по изготовлению 7.62 мм"
jz_Schematic44MM,"44MM Crafting Guide","Руководство по изготовлению 4.4 мм"
jz_Schematic9MM,"9MM Crafting Guide","Руководство по изготовлению 9 мм"
jz_SchematicGlue,"Glue Crafting Guide","Руководство по созданию клея"
jz_SchematicSteelShaping,"Steel Shaping Guide","Руководство по формованию стали"
jz_SchematicIronShaping,"Iron Shaping Guide","Руководство по формированию железа"
jz_SchematicNutAndBolt,"Nut and Bolt Crafting Guide","Руководство по изготовлению гаек и болтов"
jz_SchematicNails,"Nails Crafting Guide","Руководство по созданию ногтей"
jz_SchematicMethaneProducer,"Methane Producer Crafting Guide","Руководство по изготовлению метана"
jz_SchematicSteelForge,"Steel Forge Crafting Guide","Руководство по изготовлению стальной кузницы"
jz_SchematicSteelSafe,"Steel Safe Crafting Guide","Руководство по изготовлению стального сейфа"
jz_SchematicWoodenChest,"Wooden Chest Crafting Guide","Руководство по созданию деревянного сундука"
jz_SchematicSteelDoors,"Steel Doors Crafting Guide","Руководство по изготовлению стальных дверей"
jz_SchematicIronDoors,"Iron Doors Crafting Guide","Руководство по изготовлению железных дверей"
jz_SchematicWoodenDoors,"Wooden Doors Crafting Guide","Руководство по изготовлению деревянных дверей"
drugPainkillersDesc,"Painkillers help you shrug off stunning blows and relieve [35bd00]Throbbing Pain[-]. They will also lower your Wellness by 1 and make you thirsty ","Обезболивающие помогают избежать оглушительных ударов и уменьшить [35bd00]пульсирующую боль[-]. Они также снизят ваше самочувствие на 1 и вызовут жажду."
resourceInsulator,"Insulator","Изолятор"
jz_drinkJarEmptyDesc,"An empty glass jar can be used to make refreshing drinks or to craft other recipes.\n\nThe secretes to its reproduction have been lost to the dead and it can only be found scavenging","Пустую стеклянную банку можно использовать для приготовления освежающих напитков или для создания других рецептов. \n\nСекреты ее воспроизводства потеряны, и ее можно найти только в мусоре."
jz_resourceDuctTapeDesc,"Duct tape is useful for making many things & according to Madmole MacDyver a must have resource for making the cooler stuff.\n\nThe secretes to its reproduction have been lost to the dead and it can only be found scavenging","Изолента полезна для изготовления многих вещей и, по словам Мэдмола МакДайвера, у него должен быть ресурс для создания более крутых вещей.\n\nСекреты ее воспроизведения потеряны, и ее можно найти только в мусоре."
jz_ScrapSteel,"Scrap Steel","Стальной металлолом"
dirtFragment,"Dirt","Грязь"
jz_smallEngineDesc,"A working engine for a small vehicle or generator.\n\nRepair with Scavenged Parts","Работающий двигатель для небольшого транспортного средства или генератора. \n\nРемонт с использованием собранных деталей"
jz_EmptyPropaneTank,"Propane Tank(Empty)","Пропановый бак (пустой)"
jz_EmptyPropaneTankDesc,"A old empty propane tank that can be refilled for other uses in the Methane Producer","Старый пустой баллон с пропаном, который можно пополнить для других целей в Производстве метана."
jz_DeadIsDeadResetItem,"Dead is Dead Reset Item","Окончательная смерть"
jz_DeadIsDeadResetItemDesc,"[f21b10]Warning!!!!Warning!!!!Warning!!!![-]\n\nUsing this item will reset your player to level one and erase all of your players progress. You will respawn as a new player and start from scratch like new. This can not be undone!\n[f21b10]Warning!!!!Warning!!!!Warning!!!![-]","[f21b10]Предупреждение !!!! Предупреждение !!!! Предупреждение !!!! [-]\n\nИспользование этого предмета сбросит вашего игрока до первого уровня и сотрет весь прогресс ваших игроков. Вы возродитесь как новый игрок и начнете с нуля, как новенький. Это невозможно отменить! \n[f21b10] Предупреждение !!!! Предупреждение !!!! Предупреждение !!!! [-]"
resourceFertilizer,"Fertilizer","Удобрения"
jz_Crowbar,"Crowbar","Лом"
jz_CrowbarDesc,"A tool that can be used on world blocks to pick them up whole.","Инструмент, который можно использовать на мировых блоках, чтобы забрать их целиком."
jz_ProfessionPage,"Profession Page","Страница профессии"
professionPageDesc,"With enough of these you can craft a new Profession Skill Book.","С их достаточным количеством вы сможете создать новую книгу навыков профессии."
jz_FoodVenisonTenderloin,"Venison Tenderloin","Вырезка из оленины"
venisonDesc,"A fine cut of tender meat from the back of a Deer that takes a experienced hand to retrieve. ","Прекрасный кусок нежного мяса со спины оленя, который нужно достать опытной рукой."
jz_FoodFriedEggOmelet,"Fried Omelet","Жареный омлет"
eggOmeletDesc,"Not the best meal but better than just boiling them, now if you could only find some Ketchup. ","Не лучшая еда, но лучше, чем просто их варить, если бы ты только мог найти кетчуп."
jz_FoodBearFlank,"Bear Flank","Медвежий фланг"
bearMeatDesc,"A hearty chunk of meat carved from the tender belly of a Bear that takes a experienced hand to retrieve. ","Сытный кусок мяса, вырезанный из нежного живота Медведя, который нужно достать опытной рукой."
jz_FoodBearStew,"Bear Stew","Медвежье рагу"
meatStewDesc,"A hearty stew with large chucks of delicious Bear meat.","Сытное рагу с большими кусочками восхитительного медвежьего мяса."
jz_FoodOrange,"Orange","Апельсин"
OrangeDesc,"A juicy Orange.","Сочный апельсин."
jz_FoodCarrot,"Carrot","Морковь"
carrotDesc,"A healthy crisp Carrot","Здоровая хрустящая морковь"
jz_FoodLeek,"Leek","Лук-порей"
jz_FoodEggPlant,"Egg Plant","Баклажан"
jz_FoodEggPlantDesc,"A large fresh Egg Plant.","Большой свежий баклажан."
jz_FoodCarrotCake,"Carrot Cake","Морковный торт"
carrotCakeDesc,"Delicious Carrot Cake","Вкусный морковный торт"
jz_DrinkWellnessJuice,"Wellness Juice","Оздоровительный сок"
wellnessJuiceDesc,"A super healthy juice drink packed with enough vitamins and minerals to raise you Wellness.","Супер здоровый сокосодержащий напиток, содержащий достаточно витаминов и минералов, чтобы улучшить ваше самочувствие."
jz_DrinkFruitJuice,"Fruit Juice","Фруктовый сок"
fruitJuiceDesc,"A delicious blend of fruit blended in a Blender until drinkable.","Восхитительная смесь фруктов, смешанных в блендере до получения сока."
jz_DrinkVeggieJuice,"Veggie Juice","Овощной сок"
veggieJuiceDesc,"A delicious blend of veggies blended in a Blender until drinkable.","Восхитительная смесь овощей, смешанных в блендере до получения сока."
jz_FoodShamSandwich,"Sham Sandwich","Сэндвич с плесенью"
jz_SandwichDesc,"A yummy sandwich","Вкусный бутерброд"
jz_FoodBrainShnitzel,"Brain Shnitzel","Шницель из мозгов"
brainShnitzelDesc,"A great use of left over Protein turned into a lovely gravy. Yumm...","Большое количество оставшегося протеина превратилось в прекрасный соус. Ням ..."
jz_VenomSack,"Venom Sack","Мешок с ядом"
venomSackDesc,"A plump Venom Sack full of venom from a venomous animal. Can be used to craft [35bd00]Anti-Venom[-].","Пухлый мешок с ядом, полный яда ядовитого животного. Может использоваться для создания [35bd00] Противоядия [-]."
jz_PoliceBaton,"Police Baton","Полицейская дубинка"
jz_FoodGrubs,"Grubs","Личинки"
grubsDesc,"Plump wiggly Grubs not exactly delicious but should fill your belly for now\n\nSoldiers have become accustomed to these things and do not receive any negative effects from eating raw","Пухлые, шевелящиеся личинки не совсем вкусные, но пока они должны наполнить ваш живот \n\nСолдаты привыкли к этим вещам и не получают никаких негативных последствий от употребления в пищу сырого"
jz_FoodFlour,"Flour","Мука"
jz_HangunSkillTag,"Bread","Хлеб"
jz_meleeWpnBladeT3MacheteDesc,"Great for chopping zombies and sometimes trees and gutting animals for meat.\n\n\nRepair with a Sharpening Stone.","Отлично подходит для рубки зомби, а иногда и деревьев, и потрошения животных на мясо. \n\n\nРемонт с помощью точильного камня."
jz_QISateliteRadioStationDesc,"A radio frequency used to communicate using satellites.","Радиочастота, используемая для связи с использованием спутников."
jz_QI887Frequency,"8.87GHz","8.87GHz"
jz_QI934Frequency,"9.34GHz","9.34GHz"
jz_QI1065Frequency,"10.65GHz","10.65GHz"
jz_QI865Frequency,"8.65GHz","8.65GHz"
jz_QI9885Frequency,"98.85GHz","98.85GHz"
jz_QI1079Frequency,"10.79GHz","10.79GHz"
jz_QITissueExtractor,"Tissue Extractor","Экстрактор тканей"
jz_QITissueExtractorDesc,"A medical device used to gather living tissue samples.\n\n\n[fff700]Quest item, do not lose![-]","Медицинское устройство, используемое для сбора образцов живых тканей. \n\n\n [fff700] Квестовый предмет, не потеряй! [-]"
jz_QIMutatedTissueSample,"Infected Tissue Sample","Образец инфицированной ткани"
jz_QIMutatedTissueSampleDesc,"A nasty clump of flesh from an Infected. It smells terrible and is still slightly throbbing.\n\n\n[fff700]Quest item, do not lose![-]","Противный комок плоти от зараженного. Он ужасно пахнет и все еще слегка пульсирует. \n\n\n [fff700] Квестовый предмет, не теряйте! [-]"
jz_QIMutatedTissueReport,"Tissue Analysis Report ","Отчет об анализе тканей"
jz_QIMutatedTissueReportDesc,"A scientifically detailed report on the Infected Samples.\n\n\n[fff700]Quest item, do not lose![-]","Научный подробный отчет о зараженных образцах. \n\n\n [fff700] Квестовый предмет, не теряйте! [-]"
jz_QIMutatedFungusSample,"Fungus Sample","Образец грибка"
jz_QIMutatedFungusSampleDesc,"A spongy fungus that appears to be growing on the plants in the area.\n\n\n[fff700]Quest item, do not lose![-]","Губчатый гриб, кажется, растет на растениях в окрестностях. \n\n\n [fff700] Квестовый предмет, не теряйте! [-]"
jz_QIMutatedFungusReport,"Fungus Analysis Report","Отчет об анализе грибка"
jz_QIMutatedFungusReportDesc,"A scientifically detailed report on the Fungus Samples.\n\n\n[fff700]Quest item, do not lose![-]","Научно подробный отчет об образцах грибов. \n\n\n [fff700] Квестовый предмет, не теряйте! [-]"
jz_QIMutatedTissueSample2,"Mutated Tissue Sample","Образец мутировавшей ткани"
jz_QIMutatedTissueSample2Desc,"A nasty clump of flesh from a mutated creature. It smells terrible and is still slightly throbbing.\n\n\n[fff700]Quest item, do not lose![-]","Противный комок плоти мутировавшего существа. Он ужасно пахнет и все еще слегка пульсирует. \n\n\n [fff700] Квестовый предмет, не теряйте! [-]"
resourceDoorKnob,"Key Lock","Замок"
resourceElectronicParts,"Tech Parts","Технические детали"
jz_meleeWpnSledgeT0StoneSledgehammerDesc,"The sledgehammer is one of the best weapons for cracking skulls.\n\nScraps to Small Stone.","Кувалда - одно из лучших орудий для раскалывания черепов. \n\nРазбирается на маленькие камни."
jz_meleeWpnSledgeT1IronSledgehammerDesc,"The sledgehammer is one of the best weapons for cracking skulls.\n\nRepair with a Forged Iron.\nScrap to Scrap Iron.","Кувалда - одно из лучших орудий для раскалывания черепов. \n\nРемонт с помощью кованого железа.\nРазбирается на металлолом."
jz_meleeWpnSledgeT3SteelSledgehammerDesc,"The sledgehammer is one of the best weapons for cracking skulls.\n\nRepair with a Forged Steel.\nScrap to Scrap Steel.","Кувалда - одно из лучших орудий для раскалывания черепов. \n\nРемонт с помощью кованой стали.\nРазбирается на стальной металлолом."
jz_Tallow,"Tallow","Жир"
jz_QISateliteRadio,"Satellite Radio Parts","Запчасти для спутникового радио"
jz_QISateliteRadioDesc,"Satellite receiver and transmitter parts for communication devices.\n\n\n[fff700]Quest item, do not lose![-]","Детали спутникового приемника и передатчика для устройств связи. \n\n\n [fff700] Квестовый предмет, не теряйте! [-]"
jz_resourceClothDesc,"Cloth is a staple for survival used for clothing, [35bd00]Bandages[-] and more. It can be harvested from many objects and crafted on the Armor Table with a Small Loom","Ткань - это основной продукт выживания, используемый для изготовления одежды, [35bd00] бинтов [-] и прочего. Его можно собрать из многих предметов и создать на столе брони с помощью небольшого ткацкого станка."
jz_meleeWpnBladeT0BoneKnifeDesc,"This primitive makeshift weapon is also useful for gutting animals.","Это примитивное самодельное оружие также можно использовать для потрошения животных."
jz_meleeWpnClubT1BaseballBatDesc,"This club was used in gladiatorial games of the past that were held in huge arenas.\nScrap to Wood","В прошлом эта дубина использовалась в гладиаторских играх, которые проводились на огромных аренах. \nРазбирается на дерево"
AAAAAAAAAAAAA,"Starting Instruction","Инструкция по запуску"
StartingInstructionsDesc,"This is where you choose your characters stats and ability's for this play through. Here you can craft Negative & Positive Traits, and Professions. Purchasing Negative traits will reward more Knowledge Points. Any combination can be chosen but these options do not stack. More Positive Traits can also be purchased with Skill Points acquired during leveling and more Professions can be acquired by collecting Profession Pages found in loot\n\nStarting Suggestion - Craft and read enough Negative Traits to acquire the amount of Knowledge Points you need for the Profession you want. ","Здесь вы выбираете характеристики и способности вашего персонажа для этой игры. Здесь вы можете создавать отрицательные и положительные черты характера и профессии. Покупка отрицательных черт принесет больше очков знаний. Можно выбрать любую комбинацию, но эти варианты не складываются. Больше положительных черт можно приобрести за очки навыков, полученные во время повышения уровня, и больше профессий можно получить, собирая страницы профессий, найденные в добыче. \n\nНачальное предложение - создайте и прочитайте достаточно отрицательных черт, чтобы получить необходимое количество очков знаний для профессии, которую вы хотите."
apparelSkiGogglesDesc,"Ski Goggles pimp your look.","Лыжные очки улучшат ваш образ."
apparelNerdGlassesDesc,"Wearing these nerdy looking glasses might not help your sex appeal but you get faster at crafting and gain extra XP.","Ношение этих ботанических очков может не помочь вашей сексуальной привлекательности, но вы научитесь быстрее создавать и получите дополнительный опыт."
apparelAviatorGogglesDesc,"You might not get lucky wearing these but they help you find buried treasure more easily","Возможно, вам не повезет в этих вещах, но они помогут вам легче находить клады."
apparelShadesDesc,"Sunglasses make you look cool","Солнцезащитные очки заставят тебя выглядеть круто"
foodSteakAndPotatoSchematic,"Venison and Potato Meal Recipe","Рецепт блюда из оленины и картофеля"
foodSteakAndPotato,"Venison And Potato","Оленина и картофель"
apparelCigarDesc,"Look intimidating and get a better deal from traders.\nAlso acts as an apatite suppressant and slows stamina regain","Выглядите устрашающе и получите более выгодные предложения от трейдеров. \nТакже действует как подавитель апатита и замедляет восстановление выносливости."
jz_QIBugOutBag,"Bug Out Bag","Сумка Bug Out"
jz_QIBugOutBagDesc,"A pre packed bag for when shit hits the fan and you have to flee in a hurry.\n\n\n[fff700]Quest item, do not lose![-]","Предварительно упакованный пакет на случай, если дерьмо попадет в вентилятор и вам придется в спешке бежать. \n\n\n [fff700] Квестовый предмет, не теряйте! [-]"
jz_foodHoneyDesc,"Honey is one of mother nature's miracles. It gives you some energy, tastes great, and can be used to craft [35bd00]First Aid Bandage[-].","Мед - одно из чудес матери-природы. Он дает вам немного энергии, имеет прекрасный вкус и может быть использован для создания [35bd00] Повязки для первой помощи [-]."
jz_PartsOldRifleReceiver,"Old Rifle Receiver","Ресивер старой винтовки"
jz_PartsOldRifleStock,"Old Rifle Stock","Приклад старой винтовки"
jz_PartsOldRifleBarrel,"Old Rifle Barrel","Ствол старой винтовки"
jz_PartsOldRevolverFrame,"Old Revolver Frame","Корпус старого револьвера"
jz_PartsOldRevolverBarrel,"Old Revolver Barrel","Ствол старого револьвера"
jz_PartsOldRevolverCylinder,"Old Revolver Cylinder","Цилиндр старого револьвера"
jz_schematicGeneralGroupDesc,"Reading the schematic will teach you how to craft this item. The quality of a crafted item is determined by your skill level in that specific crafting skill.\nFirearms are crafted with parts and you can chose one part to reclaim to use to craft a better firearm.","Чтение схемы научит вас создавать этот предмет. Качество созданного предмета определяется вашим уровнем мастерства в этом конкретном ремесленном навыке. \nОгнестрельное оружие изготавливается из частей, и вы можете выбрать одну часть, которую нужно вернуть, чтобы использовать для создания лучшего огнестрельного оружия."
jz_SplashOfWater,"Splash of Water","Вода для обливания"
jz_SplashOfWaterDesc,"Splash some water on your head to cool off for a while","Обрызгайте голову водой, чтобы ненадолго остыть."
jz_ProfessionChoice,"Knowledge Point","Очки знаний"
jz_ProfessionChoiceDesc,"Use these points to purchase your starting player stats and knowledge. Purchase Negative traits to earn more. Scrap or trash any points you don't want to use.","Используйте эти очки, чтобы приобрести характеристики и знания начального игрока. Приобретайте отрицательные черты, чтобы зарабатывать больше. Разберите ненужные очки или выбросьте их в мусор."
jz_TraitRefundDesc,"Used to facilitate the refund of Knowledge Points. It is safe to trash or scrap this for Paper.","Используется для облегчения возврата очков знаний. Это безопасно выбросить или разобрать их на бумагу."
jz_TraitRefundSlowDriver,"Refund Receipt","Квитанция о возмещении"
jz_TraitRefundSleepy,"Refund Receipt","Квитанция о возмещении"
jz_TraitRefundClumsy,"Refund Receipt","Квитанция о возмещении"
jz_TraitRefundAllThumbs,"Refund Receipt","Квитанция о возмещении"
jz_TraitRefundWeakStomach,"Refund Receipt","Квитанция о возмещении"
jz_TraitRefundAgoraphobic,"Refund Receipt","Квитанция о возмещении"
jz_TraitRefundClaustrophobic,"Refund Receipt","Квитанция о возмещении"
jz_TraitRefundBadLeg,"Refund Receipt","Квитанция о возмещении"
jz_TraitRefundAsthmatic,"Refund Receipt","Квитанция о возмещении"
jz_TraitRefundOutOfShape,"Refund Receipt","Квитанция о возмещении"
jz_TraitRefundSmoker,"Refund Receipt","Квитанция о возмещении"
jz_TraitRefundHemophobic,"Refund Receipt","Квитанция о возмещении"
jz_TraitRefundThinSkinned,"Refund Receipt","Квитанция о возмещении"
jz_TraitRefundWeak,"Refund Receipt","Квитанция о возмещении"
jz_ProfessionFireFighterBook,"The Fire Fighting Profession","Профессия Пожарного"
jz_FiremanProfessionDesc,"All the knowledge needed to become a Fire Fighter.\n20% Block Dmg w/Fireaxes\n+5% Max Stamina\nRecipes-[35bd00]Plant Salve[-], [35bd00]First Aid Bandage[-], Molotov Cocktail, Firemans Axe Mod","Все знания, необходимые для того, чтобы стать пожарным. \n20% урона блокам с топорами \n + 5% макс. Выносливости \nРецепты- [35bd00] мазь для растений [-], [35bd00] бинты для первой помощи [-], коктейль Молотова, Мод Пожарный топор"
jz_ProfessionPoliceOfficerBook,"The Police Profession","Профессия Полицейского"
jz_CopProfessionDesc,"All the knowledge needed to become a Police Officer.\n10% Faster Reload & better Aim w/Pistol & Magnums\nRecipes- Pistol, Gun Oil, Stun Baton, Weapon Repair Kit","Все знания, необходимые для того, чтобы стать офицером полиции. \n10% быстрая перезарядка и лучшая цель с пистолетом и магнумами \nРецепты - пистолет, оружейное масло, электрошокер, комплект для ремонта оружия"
jz_ProfessionParkRangerBook,"The Park Ranger Profession","Профессия паркового рейнджера"
jz_ParkRangerProfessionDesc,"All the knowledge needed to become a Park Ranger.\n20% Faster Primitive Crafting\nRecipes- Herbal Antibiotics, Spear Iron, Spear Steel","Все знания, необходимые для того, чтобы стать парковым рейнджером. \n20% более быстрое примитивное изготовление\nРецепты - травяные антибиотики, железное копье, стальное копье"
jz_ProfessionBouncerBook,"The Bouncer Profession","Профессия Вышибалы"
jz_BouncerProfessionDesc,"All the knowledge needed to become a Bouncer.\n10% Less Stamina w/Brawling\nRecipes- Brass Knuckles Mold, Brass Knuckles, Leather Knuckles, Beer, Mead, Grain Alcohol","Все знания, необходимые для того, чтобы стать вышибалой. \n10% меньше выносливости при драке \nРецепты - форма для кастет, кастеты, кожаные кастеты, пиво, медовуха, зерновой спирт"
jz_ProfessionChefBook,"The Chef Profession","Профессия Повара"
jz_ChefProfessionDesc,"All the knowledge needed to become a Chef.\n20% Faster Cooking\nRecipes- All Food Recipes","Все знания, необходимые, чтобы стать шеф-поваром. \n20% быстрее готовить \nРецепты - все рецепты еды"
jz_ProfessionBurglarBook,"The Burglar Profession","Профессия Грабителя"
jz_ThiefProfessionDesc,"All the knowledge needed to become a Burglar.\n10% Faster Movement & Less Noise while Crouching\n20% Faster Looting & Pinpoint Treasure location\nRecipes- Lock Picks","Все знания, необходимые для того, чтобы стать грабителем. \n10% более быстрое движение и меньше шума при приседании \n20% более быстрая добыча и определение местоположения сокровищ \nРецепты - отмычки"
jz_ProfessionCarpenterBook,"The Carpenter Profession","Профессия Плотника"
jz_CarpenterProfessionDesc,"All the knowledge needed to become a Carpenter.\n20% Faster Crafting on the Workbench and Tablesaw\nRecipes- All Wooden Frame Shapes, Planks","Все знания, необходимые для того, чтобы стать плотником. \n20% более быстрое изготовление на верстаке и настольной пиле. \nРецепты - все формы деревянных рам, доски"
jz_ProfessionMasonBook,"The Mason Profession","Профессия Каменщика"
jz_MasonProfessionDesc,"All the knowledge needed to become a Mason.\n20% Faster Crafting on the Cementmixer\nRecipes- All Brick and Flagstone Frame Shapes, Bricks, Cobblestone","Все знания, необходимые для того, чтобы стать каменщиком. \n20% более быстрое изготовление на бетономешалке\nРецепты - все формы каркаса из кирпича и плиточного камня, кирпичи, булыжник"
jz_ProfessionSoldierBook,"The Soldier Profession","Солдатская профессия"
jz_SoldierProfessionDesc,"All the knowledge needed to become a Soldier.\n10% Faster Reload & better Aim w/M60 & AK47\nRecipes- Grubs, Weapon Repair Kit, Blunderbuss, Blunderbuss Ammo, AK47, Pipe Bomb, Cooking Pot Mine","Все знания, необходимые для того, чтобы стать солдатом. \ N10% быстрая перезарядка и лучшее прицеливание с M60 и AK47 \ nРецепты - личинки, ремонтный комплект для оружия, мушкетон, боеприпасы для мушкетона, AK47, самодельная бомба, мина для варочного котла"
jz_ProfessionFitnessInstructorBook,"Fitness Instructor Profession","Профессия фитнес-инструктора"
jz_FitnessInstructorProfessionDesc,"All the knowledge needed to become a Fitness Instructor.\n10% Faster Movment\n5% Less Stamina used while running\nRecipes- Golden Rod Tea, Red Tea, Mega Crush, Wellness Juice, Vitamins","Все знания, необходимые для того, чтобы стать инструктором по фитнесу. \ N10% более быстрое движение \ n5% меньше выносливости во время бега \ nРецепты - чай Golden Rod, красный чай, Mega Crush, Wellness Juice, витамины"
jz_ProfessionElectricianBook,"The Electrician Profession","Профессия электрика"
jz_ElectricianProfessionDesc,"All the knowledge needed to become a Electrician.\n10% Faster Electrical Crafting\nRecipes- Generator Bank, Pressure Plate, Battery Bank, Ceiling Light, Timer Relay, Wire Relay, Motion Sensor, Speaker, Switch, Electric Fencepost, Spotlight, Stun Baton","Все знания, необходимые для того, чтобы стать электриком. \ N10% более быстрое изготовление электричества \ nРецепты - блок генератора, нажимная пластина, блок батарей, потолочный светильник, реле таймера, проводное реле, датчик движения, динамик, переключатель, электрический столб для забора, прожектор, электрошокер"
jz_ProfessionMetalWorkerBook,"The Metal Worker Profession","Профессия Слесаря"
jz_MetalWorkerProfessionDesc,"All the knowledge needed to become a Metal Worker.\n10% Faster Crafting on the Forge\nRecipes- All Scrap Iron Frame Shapes, Sheet Metal","Все знания, необходимые, чтобы стать мастером по металлу. \n10% более быстрое изготовление в кузнице \nРецепты - все формы каркаса из металлолома, листовой металл"
jz_ProfessionMechanicBook,"The Mechanic Profession","Профессия Механика"
jz_MechanicProfessionDesc,"All the knowledge needed to become a Mechanic.\n20% Faster Vehicle Crafting\nRecipes- Small Engine, Large Engine, All Vehicles","Все знания, необходимые для того, чтобы стать механиком. \n20% более быстрое создание техники. \nРецепты: маленький двигатель, большой двигатель, все машины"
jz_ProfessionDoctorBook,"The Doctor Profession","Профессия Врача"
jz_DoctorProfessionDesc,"All the knowledge needed to become a Doctor.\n20% Faster Medical Crafting\nRecipes-[35bd00]Plant Salve[-], [35bd00]First Aid Bandage[-], Stimulant, [35bd00]Suture Kit[-], [35bd00]AntiVenom[-], [35bd00]Painkillers[-], Steroids, [35bd00]Antibiotics[-]","Все знания, необходимые для того, чтобы стать доктором. \n20% Более быстрое медицинское изготовление \nРецепты - [35bd00] Растительная мазь [-], [35bd00] Бинты для оказания первой помощи [-], Стимулятор, [35bd00] Набор для наложения швов [-], [35bd00] Противоядие [-], [35bd00] Обезболивающие [-], Стероиды, [35bd00] Антибиотики [-]"
jz_ProfessionFarmerBook,"The Farmer Profession","Профессия Фермера"
jz_FarmerProfessionDesc,"All the knowledge needed to become a Farmer.\n20% Faster Seed Crafting\nRecipes- All Plantable seeds","Все знания, необходимые для того, чтобы стать фермером. \n20% более быстрое создание семян \nРецепты - все семена для посадки"
jz_ProfessionChemistBook,"The Chemist Profession","Профессия Химика"
jz_ChemistProfessionDesc,"All the knowledge needed to become a Chemist.\n20% Faster Chemistry Crafting\nRecipes- Mega Crush, Stimulant, Acid, GunPowder, Purification Tablets","Все знания, необходимые для того, чтобы стать химиком. \n20% более быстрое создание химии \nРецепты - мега сокрушение, стимулятор, кислота, порох, очищающие таблетки"
jz_ProfessionSoldier,"Soldier Profession","Солдатская профессия"
jz_ProfessionSoldierKitDesc,"All the knowledge needed to become a Soldier\nStart with a Old Rifle and ammo\n10% Faster Reload & better Aim w/M60 & AK47\nRecipes- Grubs, Weapon Repair Kit, Blunderbuss, Blunderbuss Ammo, AK47, Pipe Bomb, Cooking Pot Mine","Все знания, необходимые для того, чтобы стать солдатом. \nНачните со старой винтовкой и боеприпасами. \n10% быстрая перезарядка и лучшая цель с M60 и AK47. \nРецепты - личинки, ремонтный комплект оружия, мушкетон, боеприпасы для мушкетона, AK47, самодельная бомба, мина из котелка"
jz_ProfessionDoctor,"Doctor Profession","Профессия Доктора"
jz_ProfessionDoctorKitDesc,"All the knowledge needed to become a Doctor.\nStart with [35bd00]Painkillers[-], Stimulants, [35bd00]Plant Salve[-] and a [35bd00]Suture Kit[-]\n20% Faster Medical Crafting\nRecipes- [35bd00]Plant Salve[-], [35bd00]First Aid Bandage[-], Stimulant, [35bd00]Suture Kit[-], [35bd00]AntiVenom[-], [35bd00]Painkillers[-], Steroids, [35bd00]Antibiotics[-]","Все знания, необходимые для того, чтобы стать доктором. \nНачните с [35bd00] болеутоляющих [-], стимуляторов, [35bd00] растительной мази [-] и [35bd00] набора для наложения швов [-] \n20% более быстрого медицинского изготовления \nРецепты- [35bd00] Бальзам из растений [-], [35bd00] Повязка для оказания первой помощи [-], Стимулятор, [35bd00] Набор для наложения швов [-], [35bd00] Противоядие [-], [35bd00] Болеутоляющие [-], Стероиды, [35bd00] Антибиотики [-]"
jz_ProfessionBouncer,"Bouncer Profession","Профессия вышибалы"
jz_ProfessionBouncerKitDesc,"All the knowledge needed to become a Bouncer.\nStart with Brass Knuckles\n10% Less Stamina w/Brawling\nRecipes- Brass Knuckles Mold, Brass Knuckles, Leather Knuckles, Beer, Mead, Grain Alcohol","Все знания, необходимые для того, чтобы стать вышибалой. \nНачните с Brass Knuckles \n10% меньше выносливости при драке\nРецепты - Форма для кастетов, кастеты, кожаные кастеты, пиво, медовуха, зерновой спирт"
jz_ProfessionChemist,"Chemist Profession","Профессия Химика"
jz_ProfessionChemistKitDesc,"All the knowledge needed to become a Chemist.\nStarts with [35bd00]Painkillers[-] and Stimulants\n20% Faster Chemistry Crafting\nRecipes- Mega Crush, Stimulant, Acid, Oil Shale, GunPowder, Purification Tablets","Все знания, необходимые для того, чтобы стать химиком. \nНачинается с [35bd00] болеутоляющих [-] и стимуляторов. \n20% ускоренного создания химии. \nРецепты - мега сокрушение, стимулятор, кислота, горючий сланец, порох, очищающие таблетки"
